ZoneSubzone,SS_NoSpace,Species,Suitability
ESSFdc2,ESSFdc2/04,Bl,3
ESSFdc2,ESSFdc2/04,Se,3
ESSFdc2,ESSFdc2/05,Pl,1
ESSFdc2,ESSFdc2/05,Se,1
ESSFdc2,ESSFdc2/05,Bl,2
ESSFdc2,ESSFdc2/06,Pl,1
ESSFdc2,ESSFdc2/06,Se,1
ESSFdc2,ESSFdc2/06,Bl,2
ESSFdc2,ESSFdc2/07,Pl,1
ESSFdc2,ESSFdc2/07,Se,1
ESSFdc2,ESSFdc2/07,Bl,2
ESSFdc2,ESSFdc2/08,Pl,1
ESSFdc2,ESSFdc2/08,Se,1
ESSFdc2,ESSFdc2/08,Bl,2
ESSFdcw,ESSFdcw/101,Se,1
ESSFdcw,ESSFdcw/101,Bl,2
ESSFdcw,ESSFdcw/102,Se,1
ESSFdcw,ESSFdcw/102,Bl,2
ESSFdcw,ESSFdcw/102,Pa,3
ESSFdcw,ESSFdcw/102,Pl,3
ESSFdcw,ESSFdcw/103,Se,1
ESSFdcw,ESSFdcw/103,Bl,2
ESSFdcw,ESSFdcw/103,Pa,3
ESSFdcw,ESSFdcw/110,Bl,1
ESSFdcw,ESSFdcw/110,Se,1
ESSFdk1,ESSFdk1/07,NS,1
ESSFdk1,ESSFdk1/07,NS,1
ESSFdk1,ESSFdk1/07,NS,1
ESSFdk1,ESSFdk1/07,NS,1
ESSFdk1,ESSFdk1/01,Pl,1
ESSFdk1,ESSFdk1/01,Se,1
ESSFdk1,ESSFdk1/01,Bl,2
ESSFdk1,ESSFdk1/01,Fd,2
ESSFdk1,ESSFdk1/01,Lw,2
ESSFdk1,ESSFdk1/02,Fd,1
ESSFdk1,ESSFdk1/02,Lw,1
ESSFdk1,ESSFdk1/02,Pl,1
ESSFdk1,ESSFdk1/02,Se,2
ESSFdk1,ESSFdk1/02,Bl,3
ESSFdk1,ESSFdk1/02,Pa,3
ESSFdk1,ESSFdk1/03,Pl,1
ESSFdk1,ESSFdk1/03,Bl,2
ESSFdk1,ESSFdk1/03,Fd,2
ESSFdk1,ESSFdk1/03,Lw,2
ESSFdk1,ESSFdk1/03,Se,2
ESSFdk1,ESSFdk1/04,Pl,1
ESSFdk1,ESSFdk1/04,Se,1
ESSFdk1,ESSFdk1/04,Bl,2
ESSFdk1,ESSFdk1/04,Fd,2
ESSFdk1,ESSFdk1/04,Lw,2
ESSFdk1,ESSFdk1/04,Pa,3
ESSFdk1,ESSFdk1/05,Bl,1
ESSFdk1,ESSFdk1/05,Pl,1
ESSFdk1,ESSFdk1/05,Se,1
ESSFdk1,ESSFdk1/06,Bl,1
ESSFdk1,ESSFdk1/06,Pl,1
ESSFdk1,ESSFdk1/06,Se,1
ESSFmc,ESSFmc/31,NS,1
ESSFmc,ESSFmc/31,NS,1
ESSFmc,ESSFmc/31,NS,1
ESSFmc,ESSFmc/31,NS,1
ESSFmc,ESSFmc/51,NS,1
ESSFmc,ESSFmc/51,NS,1
ESSFmc,ESSFmc/51,NS,1
ESSFmc,ESSFmc/51,NS,1
ESSFmc,ESSFmc/01,Bl,1
ESSFmc,ESSFmc/01,Se,1
ESSFmc,ESSFmc/01,Pl,2
ESSFmc,ESSFmc/01,Sx,2
ESSFmc,ESSFmc/02,Pl,1
ESSFmc,ESSFmc/02,Bl,2
ESSFmc,ESSFmc/02,Se,2
ESSFmc,ESSFmc/02,Sx,3
ESSFmc,ESSFmc/03,Pl,1
ESSFmc,ESSFmc/03,Bl,2
ESSFmc,ESSFmc/03,Se,2
ESSFmc,ESSFmc/03,Sx,3
ESSFmc,ESSFmc/04,Bl,1
ESSFmc,ESSFmc/04,Pl,1
ESSFmc,ESSFmc/04,Se,2
ESSFmc,ESSFmc/04,Sx,2
ESSFmc,ESSFmc/05,Bl,1
ESSFmc,ESSFmc/05,Se,1
ESSFmc,ESSFmc/05,Pl,2
ESSFmc,ESSFmc/05,Sx,2
ESSFmc,ESSFmc/06,Bl,1
ESSFmc,ESSFmc/06,Se,1
ESSFmc,ESSFmc/06,Pl,2
ESSFmc,ESSFmc/06,Sx,2
ESSFmc,ESSFmc/07,Bl,1
ESSFmc,ESSFmc/07,Se,1
ESSFmc,ESSFmc/07,Pl,3
ESSFmc,ESSFmc/07,Sx,2
ESSFmc,ESSFmc/08,Bl,1
ESSFmc,ESSFmc/08,Se,1
ESSFmc,ESSFmc/08,Sx,2
ESSFmc,ESSFmc/09,Bl,1
ESSFmc,ESSFmc/09,Se,1
ESSFmc,ESSFmc/09,Sx,2
ESSFmc,ESSFmc/10,Bl,1
ESSFmc,ESSFmc/10,Se,1
ESSFmc,ESSFmc/10,Sx,2
ESSFmh,ESSFmh/101,Act,3
ESSFmh,ESSFmh/101,At,3
ESSFmh,ESSFmh/101,Bl,1
ESSFmh,ESSFmh/101,Se,1
ESSFmh,ESSFmh/101,Cw,2
ESSFmh,ESSFmh/101,Lw,2
ESSFmh,ESSFmh/101,Pl,2
ESSFmh,ESSFmh/101,Fd,3
ESSFmh,ESSFmh/101,Hw,3
ESSFmh,ESSFmh/101,Pw,3
ESSFmh,ESSFmh/102,Fd,1
ESSFmh,ESSFmh/102,Lw,1
ESSFmh,ESSFmh/102,Pl,2
ESSFmh,ESSFmh/102,Bl,3
ESSFmh,ESSFmh/102,Pa,3
ESSFmh,ESSFmh/102,Se,3
ESSFmh,ESSFmh/103,Fd,1
ESSFmh,ESSFmh/103,Lw,1
ESSFmh,ESSFmh/103,Pl,1
ESSFmh,ESSFmh/103,Bl,2
ESSFmh,ESSFmh/103,Se,2
ESSFmh,ESSFmh/103,Cw,3
ESSFmh,ESSFmh/103,Pw,3
ESSFmh,ESSFmh/104,Pl,1
ESSFmh,ESSFmh/104,Se,1
ESSFmh,ESSFmh/104,Bl,2
ESSFmh,ESSFmh/105,Fd,1
ESSFmh,ESSFmh/105,Lw,1
ESSFmh,ESSFmh/105,Pl,1
ESSFmh,ESSFmh/105,Se,1
ESSFmh,ESSFmh/105,Bl,2
ESSFmh,ESSFmh/105,Cw,3
ESSFmh,ESSFmh/105,Pw,3
ESSFmh,ESSFmh/110,Act,3
ESSFmh,ESSFmh/110,Bl,1
ESSFmh,ESSFmh/110,Se,1
ESSFmh,ESSFmh/110,Cw,2
ESSFmh,ESSFmh/110,Hw,2
ESSFmh,ESSFmh/111,Act,3
ESSFmh,ESSFmh/111,Bl,1
ESSFmh,ESSFmh/111,Se,1
ESSFmh,ESSFmh/111,Cw,2
ESSFmh,ESSFmh/111,Hw,2
ESSFmh,ESSFmh/112,Act,3
ESSFmh,ESSFmh/112,Bl,1
ESSFmh,ESSFmh/112,Se,1
ESSFmk,ESSFmk/31,NS,1
ESSFmk,ESSFmk/31,NS,1
ESSFmk,ESSFmk/31,NS,1
ESSFmk,ESSFmk/31,NS,1
ESSFmk,ESSFmk/51,NS,1
ESSFmk,ESSFmk/51,NS,1
ESSFmk,ESSFmk/51,NS,1
ESSFmk,ESSFmk/51,NS,1
ESSFmk,ESSFmk/01,Bl,1
ESSFmk,ESSFmk/01,Se,1
ESSFmk,ESSFmk/01,Hm,2
ESSFmk,ESSFmk/01,Pl,2
ESSFmk,ESSFmk/01,Ba,3
ESSFmk,ESSFmk/02,Pa,1
ESSFmk,ESSFmk/02,Pl,1
ESSFmk,ESSFmk/02,Bl,2
ESSFmk,ESSFmk/02,Hm,2
ESSFmk,ESSFmk/02,Se,2
ESSFmk,ESSFmk/03,Pa,1
ESSFmk,ESSFmk/03,Pl,1
ESSFmk,ESSFmk/03,Bl,2
ESSFmk,ESSFmk/03,Hm,2
ESSFmk,ESSFmk/03,Se,2
ESSFmk,ESSFmk/03,Ba,3
ESSFmk,ESSFmk/04,Bl,1
ESSFmk,ESSFmk/04,Se,1
ESSFmk,ESSFmk/04,Hm,2
ESSFmk,ESSFmk/04,Pl,2
ESSFmk,ESSFmk/04,Ba,3
ESSFmk,ESSFmk/05,Bl,1
ESSFmk,ESSFmk/05,Se,1
ESSFmk,ESSFmk/05,Hm,2
ESSFmk,ESSFmk/05,Ba,3
ESSFmk,ESSFmk/05,Pl,3
ESSFmk,ESSFmk/06,Bl,1
ESSFmk,ESSFmk/06,Se,1
ESSFmk,ESSFmk/06,Ba,3
ESSFmk,ESSFmk/06,Hm,3
ESSFmk,ESSFmk/07,Bl,1
ESSFmk,ESSFmk/07,Se,1
ESSFmk,ESSFmk/07,Ba,3
ESSFmm1,ESSFmm1/01,Bl,1
ESSFmm1,ESSFmm1/01,Se,1
ESSFmm1,ESSFmm1/01,Pl,2
ESSFmm1,ESSFmm1/02,Bl,1
ESSFmm1,ESSFmm1/02,Pl,1
ESSFmm1,ESSFmm1/02,Se,1
ESSFmm1,ESSFmm1/03,Pl,1
ESSFmm1,ESSFmm1/03,Bl,2
ESSFmm1,ESSFmm1/03,Se,2
ESSFmm1,ESSFmm1/04,Bl,1
ESSFmm1,ESSFmm1/04,Se,1
ESSFmm1,ESSFmm1/04,Pl,2
ESSFmm1,ESSFmm1/05,Bl,1
ESSFmm1,ESSFmm1/05,Se,1
ESSFmm1,ESSFmm1/05,Pl,2
ESSFmm1,ESSFmm1/06,Bl,1
ESSFmm1,ESSFmm1/06,Se,1
ESSFmm1,ESSFmm1/06,Pl,2
ESSFmm1,ESSFmm1/07,Bl,1
ESSFmm1,ESSFmm1/07,Se,1
ESSFmm1,ESSFmm1/07,Pl,2
ESSFmm1,ESSFmm1/01,Lw,3
ESSFmv1,ESSFmv1/01,Bl,1
ESSFmv1,ESSFmv1/01,Se,1
ESSFmv1,ESSFmv1/01,Pl,2
ESSFmv1,ESSFmv1/02,Pl,1
ESSFmv1,ESSFmv1/02,Bl,3
ESSFmv1,ESSFmv1/03,Bl,1
ESSFmv1,ESSFmv1/03,Pl,1
ESSFmv1,ESSFmv1/03,Se,1
ESSFmv1,ESSFmv1/04,Bl,1
ESSFmv1,ESSFmv1/04,Se,1
ESSFmv1,ESSFmv1/04,Pl,2
ESSFmv1,ESSFmv1/05,Bl,1
ESSFmv1,ESSFmv1/05,Se,1
ESSFmv1,ESSFmv1/05,Pl,2
ESSFmv1,ESSFmv1/01,Bl,1
ESSFmv1,ESSFmv1/01,Se,1
ESSFmv1,ESSFmv1/01,Pl,2
ESSFmv1,ESSFmv1/02,Pl,1
ESSFmv1,ESSFmv1/02,Bl,3
ESSFmv1,ESSFmv1/03,Bl,1
ESSFmv1,ESSFmv1/03,Pl,1
ESSFmv1,ESSFmv1/03,Se,1
ESSFmv1,ESSFmv1/04,Bl,1
ESSFmv1,ESSFmv1/04,Se,1
ESSFmv1,ESSFmv1/04,Pl,2
ESSFmv1,ESSFmv1/05,Bl,1
ESSFmv1,ESSFmv1/05,Se,1
ESSFmv1,ESSFmv1/05,Pl,2
ESSFmv2,ESSFmv2/01,Bl,1
ESSFmv2,ESSFmv2/01,Se,1
ESSFmv2,ESSFmv2/01,Pl,2
ESSFmv2,ESSFmv2/02,Bl,1
ESSFmv2,ESSFmv2/02,Pl,1
ESSFmv2,ESSFmv2/02,Se,1
ESSFmv2,ESSFmv2/03,Bl,1
ESSFmv2,ESSFmv2/03,Pl,1
ESSFmv2,ESSFmv2/03,Se,1
ESSFmv2,ESSFmv2/03,Sb,3
ESSFmv2,ESSFmv2/04,Bl,1
ESSFmv2,ESSFmv2/04,Se,1
ESSFmv2,ESSFmv2/04,Pl,2
ESSFmv2,ESSFmv2/05,Bl,1
ESSFmv2,ESSFmv2/05,Se,1
ESSFmv2,ESSFmv2/05,Pl,2
ESSFmv2,ESSFmv2/06,Bl,1
ESSFmv2,ESSFmv2/06,Se,1
ESSFmv2,ESSFmv2/06,Pl,2
ESSFmv3,ESSFmv3/01,Bl,1
ESSFmv3,ESSFmv3/01,Se,1
ESSFmv3,ESSFmv3/01,Pl,2
ESSFmv3,ESSFmv3/02,Pl,1
ESSFmv3,ESSFmv3/02,Bl,2
ESSFmv3,ESSFmv3/02,Se,2
ESSFmv3,ESSFmv3/03,Bl,1
ESSFmv3,ESSFmv3/03,Se,1
ESSFmv3,ESSFmv3/03,Pl,2
ESSFmv3,ESSFmv3/03,Sb,3
ESSFmv3,ESSFmv3/04,Bl,1
ESSFmv3,ESSFmv3/04,Se,1
ESSFmv3,ESSFmv3/04,Pl,3
ESSFmv3,ESSFmv3/05,Bl,1
ESSFmv3,ESSFmv3/05,Se,1
ESSFmv3,ESSFmv3/05,Pl,3
ESSFmv3,ESSFmv3/06,Bl,1
ESSFmv3,ESSFmv3/06,Se,1
ESSFmv3,ESSFmv3/06,Pl,2
ESSFmv3,ESSFmv3/07,Bl,1
ESSFmv3,ESSFmv3/07,Se,1
ESSFmv3,ESSFmv3/07,Pl,2
ESSFmv3,ESSFmv3/08,Pl,1
ESSFmv3,ESSFmv3/08,Bl,2
ESSFmv3,ESSFmv3/08,Se,2
ESSFmv3,ESSFmv3/01,Bl,1
ESSFmv3,ESSFmv3/01,Se,1
ESSFmv3,ESSFmv3/01,Pl,2
ESSFmv3,ESSFmv3/02,Pl,1
ESSFmv3,ESSFmv3/02,Bl,2
ESSFmv3,ESSFmv3/02,Se,2
ESSFmv3,ESSFmv3/03,Bl,1
ESSFmv3,ESSFmv3/03,Se,1
ESSFmv3,ESSFmv3/03,Pl,2
ESSFmv3,ESSFmv3/03,Sb,3
ESSFmv3,ESSFmv3/04,Bl,1
ESSFmv3,ESSFmv3/04,Se,1
ESSFmv3,ESSFmv3/04,Pl,3
ESSFmv3,ESSFmv3/05,Bl,1
ESSFmv3,ESSFmv3/05,Se,1
ESSFmv3,ESSFmv3/05,Pl,3
ESSFmv3,ESSFmv3/06,Bl,1
ESSFmv3,ESSFmv3/06,Sx,1
ESSFmv3,ESSFmv3/06,Pl,2
ESSFmv3,ESSFmv3/07,Bl,1
ESSFmv3,ESSFmv3/07,Se,1
ESSFmv3,ESSFmv3/07,Pl,2
ESSFmv4,ESSFmv4/01,Bl,1
ESSFmv4,ESSFmv4/01,Se,1
ESSFmv4,ESSFmv4/01,Pl,2
ESSFmv4,ESSFmv4/02,Bl,1
ESSFmv4,ESSFmv4/02,Pl,1
ESSFmv4,ESSFmv4/02,Se,1
ESSFmv4,ESSFmv4/03,Bl,1
ESSFmv4,ESSFmv4/03,Pl,1
ESSFmv4,ESSFmv4/03,Se,1
ESSFmv4,ESSFmv4/03,Sb,3
ESSFmv4,ESSFmv4/04,Bl,1
ESSFmv4,ESSFmv4/04,Pl,1
ESSFmv4,ESSFmv4/04,Se,1
ESSFmv4,ESSFmv4/05,Bl,1
ESSFmv4,ESSFmv4/05,Se,1
ESSFmv4,ESSFmv4/05,Pl,2
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/01,Bl,1
ESSFvc,ESSFvc/01,Se,1
ESSFvc,ESSFvc/01,Hm,3
ESSFvc,ESSFvc/02,Se,1
ESSFvc,ESSFvc/02,Bl,2
ESSFvc,ESSFvc/02,Hm,3
ESSFvc,ESSFvc/02,Pl,3
ESSFvc,ESSFvc/03,Bl,1
ESSFvc,ESSFvc/03,Se,1
ESSFvc,ESSFvc/03,Hm,3
ESSFvc,ESSFvc/04,Bl,1
ESSFvc,ESSFvc/04,Se,1
ESSFvc,ESSFvc/04,Hm,3
ESSFvc,ESSFvc/05,Bl,1
ESSFvc,ESSFvc/05,Se,1
ESSFvc,ESSFvc/05,Hm,3
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/06,NS,1
ESSFvc,ESSFvc/01,Bl,1
ESSFvc,ESSFvc/01,Se,1
ESSFvc,ESSFvc/01,Hm,3
ESSFvc,ESSFvc/02,Se,1
ESSFvc,ESSFvc/02,Bl,2
ESSFvc,ESSFvc/02,Hm,3
ESSFvc,ESSFvc/02,Pl,3
ESSFvc,ESSFvc/03,Bl,1
ESSFvc,ESSFvc/03,Se,1
ESSFvc,ESSFvc/03,Hm,3
ESSFvc,ESSFvc/04,Bl,1
ESSFvc,ESSFvc/04,Se,1
ESSFvc,ESSFvc/04,Hm,3
ESSFvc,ESSFvc/05,Bl,1
ESSFvc,ESSFvc/05,Se,1
ESSFvc,ESSFvc/05,Hm,3
ESSFvv,ESSFvv/05,NS,1
ESSFvv,ESSFvv/05,NS,1
ESSFvv,ESSFvv/05,NS,1
ESSFvv,ESSFvv/05,NS,1
ESSFvv,ESSFvv/01,Bl,1
ESSFvv,ESSFvv/01,Se,1
ESSFvv,ESSFvv/01,Hm,3
ESSFvv,ESSFvv/02,Bl,1
ESSFvv,ESSFvv/02,Se,1
ESSFvv,ESSFvv/02,Hm,3
ESSFvv,ESSFvv/02,Pl,3
ESSFvv,ESSFvv/03,Bl,1
ESSFvv,ESSFvv/03,Se,1
ESSFvv,ESSFvv/03,Hm,3
ESSFvv,ESSFvv/04,Bl,1
ESSFvv,ESSFvv/04,Se,1
ESSFvv,ESSFvv/04,Hm,3
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/01,Bl,1
ESSFwc2,ESSFwc2/01,Se,1
ESSFwc2,ESSFwc2/01,Pl,3
ESSFwc2,ESSFwc2/02,Pl,1
ESSFwc2,ESSFwc2/02,Bl,2
ESSFwc2,ESSFwc2/02,Se,2
ESSFwc2,ESSFwc2/03,Se,1
ESSFwc2,ESSFwc2/03,Bl,2
ESSFwc2,ESSFwc2/03,Pl,2
ESSFwc2,ESSFwc2/04,Bl,1
ESSFwc2,ESSFwc2/04,Se,1
ESSFwc2,ESSFwc2/04,Pl,2
ESSFwc2,ESSFwc2/05,Bl,1
ESSFwc2,ESSFwc2/05,Se,1
ESSFwc2,ESSFwc2/05,Pl,3
ESSFwc2,ESSFwc2/06,Bl,1
ESSFwc2,ESSFwc2/06,Se,1
ESSFwc2,ESSFwc2/06,Pl,3
ESSFwc2,ESSFwc2/07,Bl,1
ESSFwc2,ESSFwc2/07,Se,1
ESSFwc2,ESSFwc2/07,Pl,3
ESSFwc2,ESSFwc2/08,Bl,1
ESSFwc2,ESSFwc2/08,Se,1
ESSFwc2,ESSFwc2/08,Pl,3
ESSFwc2,ESSFwc2/09,Pl,1
ESSFwc2,ESSFwc2/09,Bl,2
ESSFwc2,ESSFwc2/09,Se,2
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/01,Bl,1
ESSFwc2,ESSFwc2/01,Se,1
ESSFwc2,ESSFwc2/01,Pl,3
ESSFwc2,ESSFwc2/02,Pl,1
ESSFwc2,ESSFwc2/02,Bl,2
ESSFwc2,ESSFwc2/02,Se,2
ESSFwc2,ESSFwc2/03,Bl,1
ESSFwc2,ESSFwc2/03,Se,1
ESSFwc2,ESSFwc2/03,Pl,2
ESSFwc2,ESSFwc2/04,Bl,1
ESSFwc2,ESSFwc2/04,Se,1
ESSFwc2,ESSFwc2/04,Pl,2
ESSFwc2,ESSFwc2/05,Bl,1
ESSFwc2,ESSFwc2/05,Se,1
ESSFwc2,ESSFwc2/05,Pl,3
ESSFwc2,ESSFwc2/06,Bl,1
ESSFwc2,ESSFwc2/06,Se,1
ESSFwc2,ESSFwc2/06,Pl,3
ESSFwc2,ESSFwc2/07,Bl,1
ESSFwc2,ESSFwc2/07,Se,1
ESSFwc2,ESSFwc2/07,Pl,3
ESSFwc2,ESSFwc2/08,Bl,1
ESSFwc2,ESSFwc2/08,Se,1
ESSFwc2,ESSFwc2/08,Pl,3
ESSFwc2,ESSFwc2/09,Pl,1
ESSFwc2,ESSFwc2/09,Bl,2
ESSFwc2,ESSFwc2/09,Se,2
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/10,NS,1
ESSFwc2,ESSFwc2/01,Bl,1
ESSFwc2,ESSFwc2/01,Se,1
ESSFwc2,ESSFwc2/01,Pl,3
ESSFwc2,ESSFwc2/02,Pl,1
ESSFwc2,ESSFwc2/02,Bl,2
ESSFwc2,ESSFwc2/02,Se,2
ESSFwc2,ESSFwc2/03,Se,1
ESSFwc2,ESSFwc2/03,Bl,2
ESSFwc2,ESSFwc2/03,Pl,3
ESSFwc2,ESSFwc2/04,Bl,1
ESSFwc2,ESSFwc2/04,Se,1
ESSFwc2,ESSFwc2/04,Pl,3
ESSFwc2,ESSFwc2/05,Bl,1
ESSFwc2,ESSFwc2/05,Se,1
ESSFwc2,ESSFwc2/05,Pl,3
ESSFwc2,ESSFwc2/06,Bl,1
ESSFwc2,ESSFwc2/06,Se,1
ESSFwc2,ESSFwc2/06,Pl,3
ESSFwc2,ESSFwc2/07,Bl,1
ESSFwc2,ESSFwc2/07,Se,1
ESSFwc2,ESSFwc2/07,Pl,3
ESSFwc2,ESSFwc2/08,Bl,1
ESSFwc2,ESSFwc2/08,Se,1
ESSFwc2,ESSFwc2/08,Pl,3
ESSFwc2,ESSFwc2/09,Pl,1
ESSFwc2,ESSFwc2/09,Bl,2
ESSFwc2,ESSFwc2/09,Se,2
ESSFwc2,ESSFwc2/01,Lw,3
ESSFwc3,ESSFwc3/01,Bl,1
ESSFwc3,ESSFwc3/01,Se,1
ESSFwc3,ESSFwc3/01,Pl,2
ESSFwc3,ESSFwc3/02,Bl,1
ESSFwc3,ESSFwc3/02,Se,1
ESSFwc3,ESSFwc3/02,Pl,2
ESSFwc3,ESSFwc3/03,Bl,1
ESSFwc3,ESSFwc3/03,Se,1
ESSFwc3,ESSFwc3/01,Bl,1
ESSFwc3,ESSFwc3/01,Se,1
ESSFwc3,ESSFwc3/01,Pl,3
ESSFwc3,ESSFwc3/02,Bl,1
ESSFwc3,ESSFwc3/02,Se,1
ESSFwc3,ESSFwc3/02,Pl,3
ESSFwc3,ESSFwc3/03,Bl,1
ESSFwc3,ESSFwc3/03,Se,1
ESSFwc4,ESSFwc4/08,NS,1
ESSFwc4,ESSFwc4/08,NS,1
ESSFwc4,ESSFwc4/08,NS,2
ESSFwc4,ESSFwc4/08,NS,3
ESSFwc4,ESSFwc4/01,Bl,1
ESSFwc4,ESSFwc4/01,Se,1
ESSFwc4,ESSFwc4/01,Pl,2
ESSFwc4,ESSFwc4/02,Se,1
ESSFwc4,ESSFwc4/02,Pl,2
ESSFwc4,ESSFwc4/02,Bl,3
ESSFwc4,ESSFwc4/02,Pa,3
ESSFwc4,ESSFwc4/03,Se,1
ESSFwc4,ESSFwc4/03,Bl,2
ESSFwc4,ESSFwc4/03,Pl,2
ESSFwc4,ESSFwc4/04,Se,1
ESSFwc4,ESSFwc4/04,Bl,2
ESSFwc4,ESSFwc4/04,Pl,2
ESSFwc4,ESSFwc4/05,Bl,1
ESSFwc4,ESSFwc4/05,Se,1
ESSFwc4,ESSFwc4/06,Bl,1
ESSFwc4,ESSFwc4/06,Se,1
ESSFwc4,ESSFwc4/07,Se,1
ESSFwc4,ESSFwc4/07,Bl,2
ESSFwc4,ESSFwc4/07,Pl,2
ESSFwc4,ESSFwc4/101,Bl,1
ESSFwc4,ESSFwc4/101,Se,1
ESSFwc4,ESSFwc4/102,Se,1
ESSFwc4,ESSFwc4/102,Pl,2
ESSFwc4,ESSFwc4/102,Bl,3
ESSFwc4,ESSFwc4/102,Pa,3
ESSFwc4,ESSFwc4/103,Se,1
ESSFwc4,ESSFwc4/103,Bl,2
ESSFwc4,ESSFwc4/103,Pl,2
ESSFwc4,ESSFwc4/103,Pa,3
ESSFwc4,ESSFwc4/110,Bl,1
ESSFwc4,ESSFwc4/110,Se,1
ESSFwc4,ESSFwc4/111,Bl,1
ESSFwc4,ESSFwc4/111,Se,1
ESSFwc4,ESSFwc4/112,Bl,1
ESSFwc4,ESSFwc4/112,Se,1
ESSFwcw,ESSFwcw/101,Bl,1
ESSFwcw,ESSFwcw/101,Se,1
ESSFwcw,ESSFwcw/102,Se,1
ESSFwcw,ESSFwcw/102,Bl,2
ESSFwcw,ESSFwcw/102,Pa,3
ESSFwcw,ESSFwcw/102,Pl,3
ESSFwcw,ESSFwcw/103,Se,1
ESSFwcw,ESSFwcw/103,Bl,2
ESSFwcw,ESSFwcw/103,Pa,3
ESSFwcw,ESSFwcw/104,Se,1
ESSFwcw,ESSFwcw/104,Bl,2
ESSFwcw,ESSFwcw/104,La,3
ESSFwcw,ESSFwcw/110,Bl,1
ESSFwcw,ESSFwcw/110,Se,1
ESSFwh1,ESSFwh1/101,Act,3
ESSFwh1,ESSFwh1/101,At,3
ESSFwh1,ESSFwh1/101,Bl,1
ESSFwh1,ESSFwh1/101,Se,1
ESSFwh1,ESSFwh1/101,Hw,2
ESSFwh1,ESSFwh1/101,Cw,3
ESSFwh1,ESSFwh1/101,Fd,3
ESSFwh1,ESSFwh1/101,Lw,3
ESSFwh1,ESSFwh1/101,Pl,3
ESSFwh1,ESSFwh1/101,Pw,3
ESSFwh1,ESSFwh1/102,Pl,1
ESSFwh1,ESSFwh1/102,Se,1
ESSFwh1,ESSFwh1/102,Bl,2
ESSFwh1,ESSFwh1/102,Fd,2
ESSFwh1,ESSFwh1/102,Pa,3
ESSFwh1,ESSFwh1/103,Se,1
ESSFwh1,ESSFwh1/103,Bl,2
ESSFwh1,ESSFwh1/103,Fd,2
ESSFwh1,ESSFwh1/103,Lw,2
ESSFwh1,ESSFwh1/103,Pl,2
ESSFwh1,ESSFwh1/103,Pa,3
ESSFwh1,ESSFwh1/103,Pw,3
ESSFwh1,ESSFwh1/104,Se,1
ESSFwh1,ESSFwh1/104,Bl,2
ESSFwh1,ESSFwh1/104,Fd,2
ESSFwh1,ESSFwh1/104,Lw,2
ESSFwh1,ESSFwh1/104,Cw,3
ESSFwh1,ESSFwh1/104,Hw,3
ESSFwh1,ESSFwh1/104,Pl,3
ESSFwh1,ESSFwh1/104,Pw,3
ESSFwh1,ESSFwh1/111,Bl,1
ESSFwh1,ESSFwh1/111,Se,1
ESSFwh1,ESSFwh1/111,Hw,3
ESSFwh1,ESSFwh1/110,Act,3
ESSFwh1,ESSFwh1/110,Bl,1
ESSFwh1,ESSFwh1/110,Se,1
ESSFwh1,ESSFwh1/110,Cw,2
ESSFwh1,ESSFwh1/110,Hw,2
ESSFwh2,ESSFwh2/101,Act,3
ESSFwh2,ESSFwh2/101,At,3
ESSFwh2,ESSFwh2/101,Bl,1
ESSFwh2,ESSFwh2/101,Se,1
ESSFwh2,ESSFwh2/101,Fd,2
ESSFwh2,ESSFwh2/101,Lw,2
ESSFwh2,ESSFwh2/101,Pl,2
ESSFwh2,ESSFwh2/101,Cw,3
ESSFwh2,ESSFwh2/101,Hw,3
ESSFwh2,ESSFwh2/101,Pw,3
ESSFwh2,ESSFwh2/102,Se,1
ESSFwh2,ESSFwh2/102,Fd,2
ESSFwh2,ESSFwh2/102,Pl,2
ESSFwh2,ESSFwh2/102,Bl,3
ESSFwh2,ESSFwh2/102,Hw,3
ESSFwh2,ESSFwh2/102,Pa,3
ESSFwh2,ESSFwh2/103,Fd,1
ESSFwh2,ESSFwh2/103,Lw,1
ESSFwh2,ESSFwh2/103,Se,1
ESSFwh2,ESSFwh2/103,Bl,2
ESSFwh2,ESSFwh2/103,Pl,2
ESSFwh2,ESSFwh2/103,Hw,3
ESSFwh2,ESSFwh2/103,Pa,3
ESSFwh2,ESSFwh2/103,Pw,3
ESSFwh2,ESSFwh2/104,Se,1
ESSFwh2,ESSFwh2/104,Bl,2
ESSFwh2,ESSFwh2/104,Fd,2
